,Date,Description,Type,Street,Year,Month,Latitude,Longitude
179,2019-03-05 17:00:00,Police: Dorchester man charged as gun-owning drug dealer,Illegal gun possession,Florida St.,2019,3,42.28976,-71.059196
180,2019-03-02 02:58:00,Man shot to death on Greenwood Street in Dorchester,Murder,12 Greenwood St.,2019,3,42.3020001,-71.0793183
181,2019-02-12 11:07:00,Person stabbed on Stanwood Street in Dorchester,Stabbing,148 Stanwood St.,2019,2,42.3077016,-71.0773777
182,2019-02-05 13:55:00,Dorchester market held up at gunpoint,Armed robbery,387 Columbia Rd.,2019,2,42.3110544,-71.0701933
183,2019-02-03 23:25:00,Shots fired on Esmond Street in Dorchester,Gunfire,65 Esmond St.,2019,2,42.29764,-71.084108
184,2019-01-26 17:11:00,"Two shot in Dorchester, one dead",Murder,49 Withington St.,2019,1,42.2877873,-71.072828
185,2019-01-22 18:45:00,Large man charged with beating small dog at Ashmont T station,Animal cruelty,Ashmont MBTA Station,2019,1,42.28445480000001,-71.06374439999999
186,2019-01-11 22:00:00,"Pushy Ashmont fare piggybacker wouldn't take no for an answer, police, victim say",Assault and battery,Ashmont MBTA Station,2019,1,42.28445480000001,-71.06374439999999
187,2019-01-01 03:05:00,Man shot to death on Dorchester/Mattapan line,Murder,19 Johnston Rd.,2019,1,42.28748940000001,-71.0912355
188,2018-12-31 14:15:00,Suspect arrested for daytime shooting in Fields Corner on Dec. 31,Shooting,1439 Dorchester Ave.,2018,12,42.3020131,-71.0598308
189,2018-12-29 00:57:00,"Four armed robbers didn't get far with stolen tablet and phone, police say",Armed robbery,14 Trull St.,2018,12,42.3120227,-71.06591039999999
190,2018-12-28 20:55:00,Shots fired at Fairmount and Capen in Dorchester,Gunfire,Fairmount St. and Capen St.,2018,12,42.27959449999999,-71.0782009
191,2018-12-27 21:24:00,Man held up at gunpoint on Boston Street in Dorchester; one suspect arrested,Armed robbery,Boston St. and Howell St.,2018,12,42.32540849999999,-71.0590895
192,2018-12-26 10:00:00,Man stabbed in leg in Dorchester robbery,Stabbing,347 Bowdoin St.,2018,12,42.3090203,-71.06377479999999
193,2018-12-22 20:30:00,Man arrested on gun and drug charges by officers investigating Roxbury gunfire,Illegal gun possession,Blue Hill Ave. and La Grange Pl.,2018,12,42.3242195,-71.07575480000001
194,2018-12-17 14:14:00,Man who shot two state troopers in 1988 arrested on gun charges in Dorchester,Illegal gun possession,Columbia Rd. and Washington St.,2018,12,42.3053422,-71.0804687
195,2018-12-14 15:00:00,Person shot on Corona Street in Dorchester,,,2018,12,42.30163049999999,-71.067605
196,2018-12-01 02:00:00,State trooper suspended after arrest for assault and battery in Dorchester,Assault and battery,367 Neponset Ave.,2018,12,42.2865762,-71.04515359999999
197,2018-11-30 19:15:00,"Man shot to death in Dorchester, found outside hall where residents, officials were discussing public safety",Murder,44 Norwell St.,2018,11,42.3011159,-71.0786312
198,2018-11-25 02:10:00,Police: Loaded gun found in car whose driver zoomed past a cruiser with his headlights off in the rain,Illegal gun possession,Blue Hill Ave. and American Legion Highway,2018,11,42.2981837,-71.0868194
199,2018-11-21 16:29:00,Police investigate man's death in Uphams Corner,Suspicious death,614 Columbia Rd.,2018,11,42.3177381,-71.0645864
200,2018-11-18 19:00:00,Man charged with sexually attacking girl selling cookies at Ashmont T station,Indecent assault and battery,Peabody Square,2018,11,42.2859852,-71.064123
201,2018-11-16 23:45:00,Teen seriously injured on Gallivan Boulevard,Assault and battery with a dangerous weapon,Gallivan Blvd. and Washington St.,2018,11,42.2788074,-71.0695042
202,2018-11-15 06:07:00,Person shot in the leg on Magnolia Street in Dorchester,Shooting,94 Magnolia St.,2018,11,42.3154366,-71.07111019999999
203,2018-11-11 11:27:00,"Middleboro man charged with ramming, injuring two police officers in Dorchester in failed attempt to steal a truck",Assault with intent to murder,192 Boston St.,2018,11,42.3231726,-71.06029269999999
204,2018-11-08 08:00:00,Police: Man used a gun to make a point in an argument in Dorchester,Assault with a dangerous weapon,Harvard St. and Esmond St.,2018,11,42.2960931,-71.083386
205,2018-11-03 00:04:00,"Clerk at Dorchester market used trash barrel to block robber who kept trying to stab him, police say",Armed robbery,187 E. Cottage St.,2018,11,42.3198995,-71.0612445
206,2018-10-22 12:09:00,Shots fired near Codman Square,Gunfire,10 Darlington St.,2018,10,42.2891521,-71.0760359
207,2018-10-20 20:05:00,Man shot in the lower leg in Codman Square,Shooting,Talbot Ave. and Southern Ave.,2018,10,42.2906146,-71.07338279999999
208,2018-10-19 22:05:00,Gunfire on Draper Street in Dorchester,Gunfire,109 Draper St.,2018,10,42.305267,-71.0650747
209,2018-10-15 21:44:00,Woman shot to death in Fields Corner,Murder,Ditson St. and Charles St.,2018,10,42.3001408,-71.06337839999999
210,2018-10-12 21:31:00,Man shot to death on Columbia Road in Dorchester,Murder,107 Columbia Rd.,2018,10,42.3050662,-71.08055019999999
211,2018-10-11 02:08:00,Man shot to death in Fields Corner,Murder,12 Vinson St.,2018,10,42.29834049999999,-71.0643319
212,2018-10-10 23:54:00,Man charged with shooting woman outside his grandmother's Dorchester home last month,Shooting,70 Lyndhurst St.,2018,10,42.2933708,-71.0687425
213,2018-10-06 23:35:00,"Dorchester gas-station attendant murdered in robbery attempt, police say; suspect arrested",Murder,Washington St. and Melville Ave.,2018,10,42.2933244,-71.0718583
214,2018-10-05 18:48:00,"Two shot, one dead in Dorchester",Murder,11 Emrose Terrace,2018,10,42.3147615,-71.0725958
215,2018-09-28 10:30:00,"Convicted drug dealer, second man arrested on drug, gun charges in Dorchester, police say",Illegal gun possession,49 Monadnock St.,2018,9,42.3156972,-71.069363
216,2018-09-15 20:10:00,Man shot to death in Grove Hall,Murder,500 Blue Hill Ave.,2018,9,42.3070271,-71.0838772
217,2018-09-14 21:45:00,Gunfire at Dorchester intersection; man grazed by bullet,Shooting,Olney St. and Rosseter St.,2018,9,42.3039128,-71.07510309999999
218,2018-09-04 15:10:00,Man stabbed in the stomach on an MBTA bus in Codman Square,Stabbing,Talbot Ave. and Whitfield St.,2018,9,42.2908516,-71.07417889999999
219,2018-09-04 09:52:00,"Two fail in knifepoint purse snatching in Dorchester, stick around, get arrested, police say",Armed robbery,450 Talbot Ave.,2018,9,42.2893172,-71.0670943
220,2018-09-03 22:30:00,"Police: Guy beats up, spits on elderly man at JFK/UMass T stop",Assault and battery,JFK/UMass,2018,9,42.3206046,-71.05236909999999
221,2018-09-03 21:35:00,Driver shot in Dorchester,Shooting,Merlin St.,2018,9,42.2955212,-71.0749902
222,2018-09-03 12:24:00,Man shot on Dorchester Avenue; arrest made,Shooting,Dorchester Ave. and Centre St.,2018,9,42.2936293,-71.06209179999999
223,2018-09-03 01:00:00,Man charged with setting several things on fire in Dorchester - including an oil truck,Arson,87 Norwell St.,2018,9,42.2992098,-71.0790026
224,2018-08-29 19:23:00,"Two gun arrests in Dorchester lead to four more arrests, police say",Illegal gun possession,Esmond St.,2018,8,42.2980572,-71.0843288
225,2018-08-27 23:05:00,Man shot in Dorchester,Shooting,570 Dudley St.,2018,8,42.3209337,-71.071863
226,2018-08-25 03:43:00,Gunfire followed by arrest in Dorchester,Illegal gun possession,Columbia Rd. and Seaver St.,2018,8,42.3041299,-71.08233760000002
227,2018-08-22 17:09:00,Two teens arrested after gunfire on Lyford Street in Dorchester,Gunfire,130 Callender St.,2018,8,42.2879653,-71.0841093
228,2018-08-11 22:50:00,Shots fired on Olney Street in Dorchester,Gunfire,Olney St. and Blakeville St.,2018,8,42.3055299,-71.0713407
229,2018-08-05 02:46:00,Police say man went to a Grove Hall party with a gun loaded with 15 rounds,Illegal gun possession,53 Stanwood St.,2018,8,42.3088804,-71.0799311
230,2018-08-03 21:15:00,Man seriously injured in hit and run outside Ashmont T stop; suspect nabbed after crash a few blocks away,Hit and run,1911 Dorchester Ave.,2018,8,42.2853888,-71.0646569
231,2018-08-01 23:45:00,Man shot to death on Torrey Street in Dorchester,Murder,26 Torrey St.,2018,8,42.2873071,-71.0724101
232,2018-07-27 02:00:00,Transit cop charged with beating man with baton at T stop; supervisors charged with helping cover it up,Assault and battery,,2018,7,42.30163049999999,-71.067605
233,2018-07-26 18:15:00,Elderly man stabbed to death at Franklin Hill Apartments; suspect sought,Murder,99 Shandon Rd.,2018,7,42.2957739,-71.0905101
234,2018-07-25 22:57:00,"Two shot, one dead on Norfolk Street in Dorchester",Murder,138 Norfolk St.,2018,7,42.287823,-71.07762
235,2018-07-21 23:00:00,Police hunt man for sexual assault in restroom of Dorchester bar,Indecent assault and battery,1238 Dorchester Ave.,2018,7,42.3083767,-71.0580142
236,2018-07-19 19:50:00,Shots fired at Norton and Stonehurst in Dorchester,Gunfire,Norton St. and Stonehurst St.,2018,7,42.3049043,-71.06709889999999
237,2018-07-18 13:04:00,Police: Gun-toting suspect arrested after running face first into a cruiser in Dorchester,Illegal gun possession,Geneva Ave. and Leroy St.,2018,7,42.30058409999999,-71.06667139999999
238,2018-07-17 21:00:00,Shots fired at Norfolk and Withington streets in Dorchester,Gunfire,Norfolk St. and Withington St.,2018,7,42.28926389999999,-71.0730397
239,2018-07-17 11:34:00,Woman shot inside Blue Hill Avenue restaurant restroom,Shooting,998 Blue Hill Ave.,2018,7,42.2898133,-71.08926269999999
240,2018-07-07 00:40:00,"When gun suspect in car tried flooring it at traffic stop, cop jumped onto him and pulled the parking brake, police say",Illegal gun possession,315 Norfolk Ave.,2018,7,42.322271,-71.0669202
241,2018-07-04 21:50:00,"Man shot to death at Brookford and Dacia in Dorchester, possibly in drive by",Murder,Brookford St. and Dacia St.,2018,7,42.3184255,-71.0760292
242,2018-07-04 00:15:00,Man shot in the leg on Wayland Street in Dorchester,Shooting,75 Wayland St.,2018,7,42.3138576,-71.0749171
243,2018-06-28 12:35:00,Man stabbed in the arm on Blue Hill Avenue in Grove Hall,Stabbing,Blue Hill Ave. and Castlegate St.,2018,6,42.3073534,-71.083912
244,2018-06-27 20:05:00,Two Rhode Islanders face gun charges after Uphams Corner traffic stop,Illegal gun possession,56 Humphreys St.,2018,6,42.31870290000001,-71.0673961
245,2018-06-27 18:53:00,Three shot on Draper Street in Dorchester,Shooting,Draper St. and Homes Ave.,2018,6,42.3040248,-71.0645996
246,2018-06-25 12:45:00,Winthrop man charged with Dorchester shooting,Shooting,24 Bishop Joe L. Smith Way,2018,6,42.306734,-71.0807435
247,2018-06-24 21:47:00,"For second time in a week, somebody bites a Boston cop",Assault and battery,263 Fuller St.,2018,6,42.2806989,-71.0781205
248,2018-06-16 19:40:00,"Girl found injured after gunfire in Dorchester, possibly from riccocheting bullet fragment",Gunfire,Kingsdale St. and Warner St.,2018,6,42.2951951,-71.08002859999999
249,2018-06-16 02:32:00,"Guy posing as cop slashes man with knife in Dorchester home invasion, police say",Armed home invasion,42 Lyon St.,2018,6,42.3060474,-71.0609427
250,2018-06-12 22:33:00,"Car window shot out, man inside gets cut hand from glass",Gunfire,8 Bailey St.,2018,6,42.2833129,-71.0707852
251,2018-06-08 15:20:00,Man shot in Codman Square in possible road-rage incident,Shooting,Southern Avenue and Washington Street,2018,6,42.2909904,-71.0716691
252,2018-06-05 22:55:00,Man shot to death in Dorchester,Murder,34 Claybourne St.,2018,6,42.2984796,-71.0717607
253,2018-06-02 21:01:00,Dorchester man faces federal charge after alleged domestic-violence incident that involved a gun,Illegal gun possession,Bloomfield St.,2018,6,42.2990937,-71.0683146
254,2018-05-27 13:50:00,Shots fired in Franklin Field,Gunfire,140 Westview St.,2018,5,42.2905873,-71.08420989999999
255,2018-05-27 03:00:00,Guy in cargo shorts sought for Dorchester store burglary,Burglary,378 Washington St.,2018,5,42.2983698,-71.0726655
256,2018-05-22 16:40:00,Man shot in the head on Centre Street in Dorchester; two arrested,Shooting,397 Centre St.,2018,5,42.2948713,-71.0568571
257,2018-05-17 21:25:00,Two shot in Dorchester,Shooting,Winter St. and Church St.,2018,5,42.308601,-71.062573
258,2018-05-15 21:39:00,Blue Hill Avenue market held up at gunpoint,Armed robbery,696 Blue Hill Ave.,2018,5,42.3006768,-71.0856414
259,2018-05-14 22:25:00,Man shot in the head on Intervale Street in Dorchester,Shooting,Intervale St. and Fernboro St.,2018,5,42.3106663,-71.07776009999999
260,2018-05-11 01:50:00,Man sought for armed robbery onboard an MBTA bus,Armed robbery,Old Road and Ellington Street,2018,5,42.30259179999999,-71.0847683
261,2018-05-11 00:03:00,"One arrested, one sought for attack on Codman Square store clerk",Unarmed robbery,44 Norfolk St.,2018,5,42.2890594,-71.0731627
262,2018-05-07 15:10:00,Neponset Circle bank held up,Bank robbery,780 Gallivan Blvd.,2018,5,42.2856126,-71.04404509999999
263,2018-05-03 01:00:00,Woman stabbed in Dorchester,Stabbing,American Legion Highway and Blue Hill Ave.,2018,5,42.2981837,-71.0868194
264,2018-05-02 16:35:00,Man sought for Dot Ave. market robbery,Unarmed robbery,1760 Dorchester Ave.,2018,5,42.2899149,-71.0630272
265,2018-04-28 02:45:00,Man shot to death on Hartford Street in Dorchester,Murder,39 Hartford St.,2018,4,42.31568980000001,-71.0732458
266,2018-04-26 13:04:00,Police effort to get people to obey a Dorchester stop sign yields gun arrest,Illegal gun possession,Columbia Rd. and Old Rd.,2018,4,42.3034059,-71.08405069999999
267,2018-04-26 11:10:00,Woman stabbed at Franklin Field,Stabbing,20 Stratton St.,2018,4,42.2899839,-71.0845329
268,2018-03-31 15:55:00,Man shot to death off Morton Street,Murder,130 Evans St.,2018,3,42.2810307,-71.0839467
269,2018-03-30 10:20:00,Second man shot on Quincy Street in Dorchester,Shooting,129 Quincy St.,2018,3,42.3135868,-71.0769746
270,2018-03-30 09:11:00,Man shot to death on Quincy Street in Dorchester,Murder,120 Quincy St.,2018,3,42.3140319,-71.0774934
271,2018-03-25 03:01:00,Man stabbed to death in Uphams Corner,Murder,7 Cushing Ave.,2018,3,42.3162501,-71.065214
272,2018-03-20 13:15:00,"Man charged with driving around Dorchester with high-powered weaponry after companion nabbed on heroin charges, police say",Illegal gun possession,Columbia Road and Massachusetts Ave.,2018,3,42.3204042,-71.0615308
273,2018-03-15 15:10:00,"Police: Teen with loaded gun tried hiding under a Dorchester porch, but his footprints in the snow gave him away",Illegal gun possession,56 Dunbar Ave.,2018,3,42.2856748,-71.07361159999999
274,2018-03-05 21:55:00,Shots fired on Barry Street in Dorchester,Gunfire,Barry St. and Barry Park,2018,3,42.3094122,-71.0674882
275,2018-02-26 21:25:00,Shots fired in Grove Hall,Gunfire,25 Stanwood St.,2018,2,42.3096726,-71.08111099999999
276,2018-02-24 00:39:00,Police: Ladder truck required to retrieve gun where suspect tossed it in Uphams Corner,Illegal gun possession,Columbia Rd. and Hancock St.,2018,2,42.3157629,-71.06651579999999
277,2018-02-21 00:04:00,Police: Man brought two loaded guns to a fistfight in Dorchester,Illegal gun possession,238 Columbia Rd.,2018,2,42.3079762,-71.07593849999999
278,2018-02-18 02:08:00,"Man with gun smashes into several cars in Dorchester in vain attempt to evade pursuing officers, police say",Illegal gun possession,Columbia Rd. and Glendale St.,2018,2,42.3127316,-71.06831989999999
279,2018-02-18 01:00:00,Two shot in Codman Square,Shooting,Washington St. and Kenwood St.,2018,2,42.2916818,-71.0717256
280,2018-02-09 23:37:00,Police say 16-year-old arrested for carrying a loaded gun on Bowdoin Street in Dorchester,Illegal gun possession,Bowdoin St. and Quincy St.,2018,2,42.3080499,-71.0651027
281,2018-02-06 19:54:00,Man shot to death on Norton Street in Dorchester,Murder,Norton St. and Bowdoin St.,2018,2,42.305536,-71.0678922
282,2018-02-03 14:00:00,"Two shot, one dead in Dorchester",Murder,3 Trull St.,2018,2,42.31281999999999,-71.06535199999999
283,2018-02-01 21:10:00,Dot Ave. market held up at gunpoint,Armed robbery,1886 Dorchester Ave.,2018,2,42.2863325,-71.0638668
284,2018-02-01 01:50:00,"15-year-old arrested with loaded gun after Grove Hall B&E, police say",Illegal gun possession,97 Devon St.,2018,2,42.3090301,-71.0786312
285,2018-01-26 10:15:00,Dorchester man charged as fentanyl dealer,Illegal drug possession,16 Algonquin St.,2018,1,42.2977006,-71.0735701
286,2018-01-22 20:55:00,Woman robbed at gunpoint in Dorchester Lower Mills,Armed robbery,1245 Adams St.,2018,1,42.2710751,-71.0686728
287,2018-01-21 17:40:00,Shots fired in Dorchester,Gunfire,Balsam St. and Ashton St.,2018,1,42.2870131,-71.08936779999999
288,2018-01-19 14:30:00,Dot Ave. dry cleaner held up at gunpoint,Armed robbery,1724 Dorchester Ave.,2018,1,42.2911373,-71.0626853
289,2018-01-14 17:30:00,Man shot to death in Codman Square,Murder,Kenwood St. and Washington St.,2018,1,42.2916818,-71.0717256
290,2018-01-11 19:55:00,Three teens with two guns hold up Dot. Ave laundromat twice tonight - and a gas station,Armed robbery,1828 Dorchester Ave.,2018,1,42.2885639,-71.06333579999999
291,2018-01-11 14:03:00,"Two shot in Dorchester, one dead; several nearby schools put in 'safe' mode",Murder,Columbia Rd. and Washington St.,2018,1,42.3053422,-71.0804687
292,2018-01-10 23:36:00,Suspects sought for armed robberies of markets on Ashmont Street in Dorchester,Armed robbery,630 Adams St.,2018,1,42.2881633,-71.055116
293,2018-01-10 23:36:00,Suspects sought for armed robberies of markets on Ashmont Street in Dorchester,Armed robbery,760 Washington St.,2018,1,42.2854009,-71.071034
